Control ID,Control,Control Description,Criticality,Domain,Framework (FK),Identifier,Implementation Guidance,Is Active,Mapped Controls,Type,Weight
276,,"A Potential resource who will have access to the CDE are screened within the constraints of local laws and may include background checks, Criminal history, education and/or previous employment history verification, and reference checks.",,Requirement 12: Implement Strong Access Control Measures,7,12.7.1,"Performing thorough screening prior to hiring potential personnel helps ensure workplace safety and that CDE will not be used for illegal or other unsuitable purposes. Screening should help access to the CDE. Other benefits of screening personnel include helping to ensure workplace safety and confirming employees on their measures. Ensures should consider screening for using personnel employer they transfer into roles where they have access to the CDE from risks. To be effective, the level of screening should be appropriate for the position. For example, positions requiring greater responsibility or direct access to cardholder data systems may warrant two or more detailed data or more responsibility and access. Examples Systems can include as appropriate for the entity's region, previous supplementary history; review of public information social media; and reference checks.|",Yes,,,
277,,"A list of all third-party service providers with which the account data is shared or that could affect the security of cardholder data, including a description for each of the services provided",,Requirement 12: Implement and Maintain a Security Policy,7,12.8.1,"Maintaining a list of TPSPs identifies where the organization's critical assets exist outside the organization. Store, process, or transmission of account data on each of the entity's pavement service providers (FSPs) and office providers could affect the security of the entire organization and the organization's extended attack surface.|12.8.1.a Examine policies and procedures to verify that the organization defines a list of all third-party service providers with which the account data is shared or that could affect the security of cardholder data, including a description for each of the services provided.|Store, process, or transmission of account data on each of the entity's pavement service providers (FSPs) and office providers. Manage system components included in the entity's PCI DSS assessment such as evidence of a security control assessment (such as evidence of a network security control) and improve process and control services and Seas and Faxed. Could impact the security of the entity's cardholder data aside vendors and provide support via remote access and remote see steps.|",Yes,,,
278,,Examine written agreements with TFSPs to verify they are maintained in accordance with all elements as specified in this requirement. Records are maintained of each TFSP agreement's acknowledgment of its responsibility to protect cardholder data.,,Requirement 12: Implement and Maintain a Security Policy,7,12.8.2,The written acknowledgment from a TFSP demonstrates its commitment to maintaining written security standards in accordance with all elements specified in this requirement.,Yes,,,
279,,"Examine policies and procedures to verify that processes are defined for engaging PSRs, including TPSPs, prior to engagement",,Requirement 12: Implement and Maintain an Information Security Policy,7,12.8.3a,"Examine policies and procedures to verify that processes are defined for engaging PSRs, including TPSPs, prior to engagement",Yes,,,
280,,Examine evidence and interview responsible personnel to verify the process and prior to engagement,,Requirement 12: Implement and Maintain an Information Security Policy,7,12.8.3b,"The capability, intent, and resources of a prospective TPSP to adequately protect cardholder data are assessed before the TPSP is engaged. A thorough process for engaging PSRs, including details for selection and vetting prior to engagement. Specific due-diligence processes and goals will vary for each organization. Entities that should include the procedures, practices, and responsibilities associated between each party. The TPSP undertakes to comply with the engagement. Good Practice. Specific due-diligence processes and goals will vary for each organization. Entities that should include the procedures, practices, and responsibilities associated between each party. The TPSP undertakes to comply with the engagement.",Yes,,,
281,,12.8.4 Examine policies and procedures to verify that DSS compliance status at least once every 12 months. 12.8.4 Examine documentation and interview responsible personnel to verify that the PCI DSS compliance status is monitored at least once every 12 months.,,Requirement 12: Security Policies and Procedures,7,12.8.4,Knowing the PCI DSS compliance status of all systems and awareness and understanding of all applicable the services they offer to the organization Good Practice In the PCI DSS office a variety of services. It compliance status the entity and those exceptions in scope for the entity's DSS assessment (continued on next page),Yes,,,
282,,It is also important for entities to understand whether TPSP's have tested relationships with other TPSPs or with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor with another TPSP contractor,,Requirement 12: Maintain a Policy that Addresses Information Security for All Personnel,7,12.8.5,Refer to Appendix D Information Supplement: Third-Party Security for a sample responsibility matrix template.,Yes,,,
283,,"Information is contained about which PCI DSS requirements are managed by each TPSP and the entity, which are shared between the TPSP and the entity.",,Requirement 12: Implement and Maintain a Strong Cybersecurity Policy for Personnel Security,7,12.8.5.a,"It is important that the entity understands which DSS requirements and sub-requirements are the responsibility of the TPSP and which are the responsibility of the entity. Without this shared understanding, it is not possible to determine who is responsible for ensuring compliance with all of the TPSP's requirements. The section on the capitalized agreement with the TPSP will document the types of service, etc. TPSP's will have with the DSS requirements, and what the customers choose. The same for all customers, entities, and TPSPs should be granted upon by both the entity and TPSP.|Entities can document these responsibilities via a requirement matrix and in some cases, a TPSP will be responsible for managing the requirement while the entity is responsible for retaining requirements to ensure responsibility. This type of document is then referred to as a responsibility matrix.",Yes,,,
284,,Examine documentation and interview personnel to verify that the entity maintains information about PCIDSS requirements are managed by each TPSP and any that are shared between both entities.,,Requirement 12: Implement and Maintain a Strong Cybersecurity Policy for Personnel Security,7,12.8.5.b,Records dealing with PCI DSS requirements and related system components for which each TPSP is solely responsible are maintained and reviewed periodically.,Yes,,,
285,,Additional requirement for service providers only: TFSPs provide a written agreements that include all the requirements defined in Appendix D and are used for defined TFSP processes and to address onshore customer data security of the customer's data and/or sensitive cardholder data.,,Requirement 12: Security Policies and Procedures,7,12.9.1,In concludes the Requirement 12.8.1 is sent consistent requirement understood between TFSP and their customers. The approach Requirements about their application to TFSP's commitment to the account data maintaining proper security of the account data and protecting the TFSP's internal policies and procedures related to their engagement process and practices used for their agreements which in TFSP roles written and acknowledged between the provider and its customers.,Yes,,,
286,,"TSRs may define their PCI DSS responsibilities to in-scope for all customers; otherwise, the responsibility should be agreed upon by both the customer and TSP. It is important that the incidents which TSP is responsible for are clearly documented, as well as requirements and sub-requirement An example of a way to document these responsibilities is to have a matrix example of a way to document these responsibilities is a matrix which customer TSP is responsible for, whether it is responsible or whether it is a shared responsibility.",,Requirement 12: Implement and Maintain a Strong Incident Response Plan,7,12.9.2,"TSRs may define their PCI DSS responsibilities to in-scope for all customers; otherwise, the responsibility should be agreed upon by both the customer and TSP. It is important that the incidents which TSP is responsible for are clearly documented, as well as requirements and sub-requirement An example of a way to document these responsibilities is to have a matrix example of a way to document these responsibilities is a matrix which customer TSP is responsible for, whether it is responsible or whether it is a shared responsibility. For PCII-SS section, refer to: • PCI DSS section 1 Use of Third-Party Service Providers. • Information Supplement Third-Party Security Assurance (includes a sample matrix example).",Yes,,,
287,,"An incident response plan should be thorough and comprehensive. It should address all key elements as defined in this requirement and include but is not limited to: roles, responsibilities and communication and incident response strategies in the event of a suspected or confirmed security incident, including types of incidents and incident response procedures. The plan should be incident response plan should be thorough and comprehensive. It should address all key elements as defined in this requirement and include but is not limited to: roles, responsibilities and communication and incident response strategies in the event of a suspected or confirmed security incident, including types of incidents and incident response procedures. Business recovery and continuity procedures. Data backup procedures. Analysis of critical business processes. Coverage and response of all critical system components. References to procedures from the payment brands. Incident response procedures are documented in place, to be initiated upon the event that an incident response procedures are followed in the event that an incident is suspected. Determine what to do if PAN is discovered and any present future less. If PAN was found outside the CDE analysis should be performed to determine whether it should be stored PAN.",,Requirement 12: Implement and Maintain an Information Security Policy,7,12.10.1,"Without a comprehensive incident response plan, there is no coordinated approach for stakeholders to respond to a breach, and key elements could be left uncovered. Timely incidents are important to prevent further damage, and ensure that all stakeholders are engaged as needed. The plan should also address recovery and continuity procedures. The plan should document what happened to help with determining the impact (for example, to prepare client communications), to help prevent the same attack from occurring, and to ensure the proper handling of customers, financial institutions (acquirers) and business partners. Hosting documented incident response procedures that are followed in the event that an incident is found and any present future less. If PAN was found outside the CDE analysis should be performed to determine whether it should be stored PAN. Entities should consider whether there are contributory factors, such as business processes gaps that resulted in the data being outside the CDE.",Yes,,,
288,,Specific personnel are designated to be responsible on a 24/7 basis to respond to security incidents.,,Requirement 12: Implement and Maintain an Organization-Wide Cybersecurity Risk Management Program that Protects the Cardholder Data Environment,7,12.10.3,"An incident could occur at any time; therefore, a person who is trained in incident response and has the authority to initiate response activities with the entities is designated to respond to security incidents. Other specific personnel are designated to be part of a security incident response team having overall responsibility for responding to incidents as necessary, depending on their expertise and/or on-demand personnel assigned on-demand as necessary to conduct the necessary response activities including review of all alerts and reports to authorized individuals, or audit activities, testing, and investigation to determine whether alerts represent actual security events or content changes.",Yes,,,
289,,"The security incident response plan includes monitoring and response procedures to events that occur in the incident-response process about from security monitoring systems that are applicable to define debriefs, and defined wireless access points.",,Requirement 12: Implement and Maintain an Information Security Policy,7,12.10.5,Responding to left-generated by security incident response plan includes monitoring and response procedures to events that occur in the incident-response process about from security monitoring systems that are applicable to define debriefs.,Yes,,,
290,,Defined Approach Requirements: A1.2.1 Ensure documentation of a system's configuration settings to verify the provider has enabled audit capability for each customer. PDSS Requirement 10. includes three-party logs are enabled for common third-party applications.,,Appendix A1: Multi-tenant Service Providers Facilitate Logging and Incident Response for All Customers,7,A1.1,"Purpose: Log information is useful for detecting and investigating security incidents and is invaluable for forensic investigations. Customers also need access to their own application logs. However, log retention can also be used by an attacker for commission and so customers must only be accessible to the customer. Customized Approach Objective: Log capability is available to all customers without affecting the confidentiality of other customers.|Guidance: Log information is useful for detecting and investigating security incidents and is invaluable for forensic investigations. Customers also need access to their own application logs. However, log retention can also be used by an attacker for commission and so customers must only be accessible to the customer.",Yes,,,
291,,"Some PCI DSS requirements in this Appendix have defined timeframes (for example, an activity that is to be performed at least once every three months). For an initial assessment to such requirements, it is not required that an activity has been performed for Identifying all segmentation controls in use and the environment(s) from which CDE is segmented, including business justification for segmentation; defining controls to be implemented to achieve network segmentation with access controls using CDE.",,Appendix A1: Additional PCI DSS Requirements for Multi-Tenant Service Providers,7,A1.1.1,"Note: Some PCI DSS requirements in this Appendix have defined timeframes (for example, an activity that is to be performed at least once every three months). For an initial assessment to such requirements, it is not required that an activity has been performed for the full timeframe during the previous year an interval that does not yet exist. The activity was performed in accordance with the requirement within the most recent timeframe (for example, the most recent three months). The entity documents policies and procedures for continuing to perform the activity within the defined timeframe. For subsequent years after the initial assessment, an activity must have been performed at least four times during the previous year an interval does not exist. In addition to internal systems and networks, all connections from third-party entities—for example, business partners, remote support services, and the service—require controls to identify the scope. Once the scope is determined, controls can be implemented to reduce the risk of unauthorized or unnecessary access to the PAN. CDE is a data discovery tool or methodology can be used to facilitate identifying all locations of PAN and locations used for example, to examine in an error, in an error, in an error message. The approach objective is not eligible for this customized approach.|June 2024 Page 353|",Yes,,,
292,,Controls are implemented such that each customer only has permission to access its own cardholder data and CDE. Examine system configurations to verify that customers have permission to access only their own account data and CDE.,,Appendix A1: Additional PCI DSS Requirements for Multi-Tenant Service Providers,7,A1.1.2,It is important that a multi-event service provider define controls that each customer can only access its own cardholder data and CDE environment to another.,Yes,,,
293,,Controls are implemented such that each customer can only access resources allocated to that customer can only process resources allocated to them.,,Appendix A1: Additional PCI DSS Requirements for Multi-Tenant Service Providers,7,A1.1.3,To prevent any inadvertent or intentional impact to other customers' environments or account data it is critical that each customer can only access resources allocated to that customer.,Yes,,,
294,,"Refer to section 7 Descriptions of Timeframes Used in PCI DSS Requirements for additional guidance about initial assessments. Note: All requirements in PCI DSS apply to all entities unless that may uncargo a PCI DSS assessment. It is for this reason that some PCI DSS assessment has some PCIDSS Appendix. Any questions about this appendix should be addressed to acquires or payment brands. Confirming that all identified data flows, accounts, system components, and connections to the CDE are included in scope. PCI DSS Reference: Requirement 12",,Appendix A1: Additional PCI DSS Requirements for Multi-Tenant Service Providers,7,A1.2.1,Refer to section 7 Descriptions of Timeframes Used in PCI DSS Requirements for additional guidance about initial assessments. Note: All requirements in PCI DSS apply to all entities unless that may uncargo a PCI DSS assessment. It is for this reason that some PCI DSS assessment has some PCIDSS Appendix. Any questions about this appendix should be addressed to acquires or payment brands. A data discovery tool or methodology can be used to facilitate identifying all locations of PAN and locations outside the currently defined CDE. The approach objective is not eligible for this customized approach.|June 2024 Page 353|,Yes,,,
295,,Examine the system configurations to verify that customers have permission to access other customers' environments. A 1.2.2 Examine documented procedures to verify that the provider has processes or mechanisms are in place to prompt implementation of support and/or facilitate prompt forensic investigations in the event of a suspected or confirmed security incident for any customer.,,Appendix A1: Additional PCI DSS Requirements for Multi-Tenant Service Providers,7,A1.2.2,"In a cloud-based infrastructure, such as a service (IaaS) offering the services that are configured and managed by its customers and virtual servers that serve customers' environments including operating systems files memory etc. In the event of a suspected or confirmed breach of customers' data, a customer may have contractual obligations to promptly investigate to identify of cardholder data, a customer may have obligations to promptly investigate to identify of cardholder data, a customer may have obligations to promptly investigate to identify root causes of the incident, confirm scope of the breach, and conduct from the environment. Prompt and efficient response to forensic investigations requires that customers can easily accessible incident for the purpose of the environment.",Yes,,,
296,,Examine documented procedures and interview responsible personnel to determine whether the provider has established procedures for reporting and addressing security incidents and vulnerabilities including: • Customers can securely report security incidents and vulnerabilities to the provider; • The provider addresses and remediates vulnerabilities and remedies to the full extent required in Requirement 6.3.1.,,Appendix A1: Additional PCI DSS Requirements for Multi-Tenant Service Providers,7,A1.2.3,Security vulnerabilities in the provider's services can impact the security of all the service provider's customers. Implementing secure methods for customers to report security incidents and vulnerabilities is critical to ensure that customers are able to promptly report potential issues with their environment.,Yes,,,
297,,The effectiveness of logical separation controls used to separate customers every six months is a penetration testing.,,Appendix A1: Additional PCI DSS Requirements and Testing Procedures,7,A1.4.1,"Multi-tenant service providers are responsible for managing segregation between their customers. Without technical assurance, it is possible that changes to the service provider's environment could inadvertently affect the service provided customers.|Effectiveness is a separation technique that confirms that environments from other customers are periodically validated to be effective.|The testing of adjacent separation between customers in a multi-tenant service provider environment is an important element 1.4 b. This requirement is a lost presence until 31 March 2025 and must be fully considered during a PCI DSS assessment.|Examine the results from the most recent penetration test to verify that testing confirmed the effectiveness of logical separation controls used to separate customer environments. Confirm at least once every six months is a penetration testing.|Multi-tenant service providers are responsible for managing segregation between their customers. Without technical assurance, it is possible that changes to the service provider's environment could inadvertently affect the service provided customers.|Effectiveness is a separation technique that confirms that environments from other customers are periodically validated to be effective.|The testing of adjacent separation between customers in a multi-tenant service provider environment is an important element. This requirement is a lost presence until 31 March 2025 and must be fully considered during a PCI DSS assessment.",Yes,,,
298,,POI terminals using SSL and/or early TLS are confirmed as not susceptible to known SSL/early TLS exploits.,,Appendix A2: Additional PCI DSS Requirements for Entities Using SSL/Early TLS for Card-Present POS POI,7,A2.1,"This Appendix applies only to entities using SSL and/or early TLS for POS POI terminals. Entities using SSL and early TLS for POS POI terminals, including service providers that support entities, must work toward upgrading to a strong cryptography protocol as soon as possible. Additonally, SSL and/or early TLS must be included into environments where those protocols don't already exist. At the line of publication, the known exploits to SSL/early TLS are well documented. However, new vulnerabilities could emerge at any time. The PCI DSS requirements directly affected are as follows: • Requirement 2.2.5 - Where any resource services, protocols or ciphers are present, business justification is documented and the risk of using resource services, protocols, or ciphers is assessed, documented and implemented as a strong cryptography • Requirement 2.2.7 - All non-console administrative access is encrypted using strong cryptography • Requirement 4.2.1 - Striving cryptography and see protocols are implemented to safeguard PANs during transmission over public networks. SL and early TLS must be used as a security control to meet these requirements, except in the case of POS POI terminals. The following provisions are detailed in this Appendix: • New POS POI implementations must not use SSL or early TLS as a security control • POI terminal service providers must provide a secure service offering • Service providers supporting existing POS POI implementations that use SSL and/or early TLS must have a formal Risk Mitigation plan and the SSL termination points to which they connect may continue using SSL early TLS as a security control. Requirements in this Appendix are eligible for the Customized Approach.",Yes,,,
299,,Where POS Poi terminals used at merchant or payment acceptance location use SSL and early TLS the entity confirms the entity has documented system framework not known exploits for these protocols,,Appendix A2: Requirements and Testing Procedures,7,A2.1.1,POS Poi terminals used in card-present TLS environments can continue using SSL Poi terminals using SSL Poi terminals that use SSL Poi terminals is not susceptible to known exploits for these protocols However SSL is outdated technology and not recommended in the future Poi terminals should soon as possible if SSL Poi terminals will need to be disabled,Yes,,,
300,,"For POS Poi terminals using SSL and/or early TLS the entity confirms the entity has documented system framework not known exploits for these protocols Additional requirement for service providers to assess own PCI DSS POlicies, procedures and controls within the POs POlicies limit the use, define in A2.1, limiting access in place that mitigate the risk of eavesdropping, social engineering and other methods that could be used to obtain PCI DSS data/information; verification it includes all elements specified in this requirement",,Appendix A2: Requirements and Testing Procedures,7,A2.1.2,"This requirement is not eligible for the customized approach POS Poi terminals used in card-present TLS environments can continue using SSL Poi terminals using SSL Poi terminals that use SSL Poi terminals is not susceptible to any known exploits for these protocols However SSL is outdated technology and not recommended in the future Poi terminals should soon as possible if SSL Poi terminals will need to be disabled PCS PTO termination policies, including hard red limited service providers such as scorecards or TLS when terminating service; allows processes can continue use of TLS when terminating and support sessions for the service environment|CONTROL|A2.1.2.4|Appendix A2: Additional PCI DSS Testing Procedures|Additional testing procedure for service providers to assess to monitor for new vulnerabilities associated with SSL/early TLS are implemented to ensure early TLS is used, and to implement to environments to provide a framework for all future data|The Risk Mitigation Plan is a document prepared by the entity that details its protocol and describes actions is only to be fully TLS early TLS is required.|",Yes,,,
301,,Additional testing procedure for service providers that offer assessments only; Examine system documentation to verify service provider offers a secure protocol option for its service.,,Appendix A2: Additional PCI DSS Requirements and Testing Procedures,7,A2.1.3,"Customers must be able to choose to upgrade their PQI ability using SSL and early TLS. In most cases, customers will need to lab a process to migrate their POS establish from the insecure protocol to secure protocol and so will require support a secure offering.|Further information Refer to the current PCI SSC Information Supplements on SSL Early TLS for further guidance.|A2.1.3|June 2024 Page 345",Yes,,,
302,,Additional testing procedure for service providers that assess systems and supporting documentation to verify the service provider offers a secure protocol option for its service.,,Appendix A2: Additional PCI DSS Requirements and Testing Procedures,7,A2.2.4,"Customers must be able to choose to upgrade their PQI ability using SSL and early TLS. In most cases, customers will need to lab a process to migrate their POS establish from the insecure protocol to secure protocol and so will require support a secure offering.|Further information Refer to the current PCI SSC Information Supplements on SSL Early TLS for further guidance.|A2.2.4|June 2024 Page 345",Yes,,,
303,,A PCI DSS compliance program is implemented.,,Appendix A3: Designated Entities Supplemental Validation (DESV),7,A3.1,,Yes,,,
304,,Responsibility is established by executive management as assigned overall accountability for maintaining PCI DSS compliance. Define documentation to verify execution management has assigned overall accountability for maintaining PCI DSS compliance.,,Appendix A3: PCI DSS compliance program is implemented,7,A3.1.1,Execute management assignment ensures secure management assignment ensures execution and compliance responsibility for the collection of record data and PCI DSS program that includes the organization. Overall accountability for maintaining PCI DSS compliance. Defining a charter for a PCI DSS compliance program. Providing updates to executive management and board of directors meeting minutes and initial initiatives at least once every 12 months.|A3.1.1.a Examine documentation to verify execution management has assigned overall accountability for maintaining PCI DSS compliance. A3.1.1.b Examine the company's PCI DSS charter to verify it outlines the conditions under which the PCI DSS compliance program is organized. A3.1.1.c Examine executive management and board of directors meeting minutes and initial initiatives at least once every 12 months.,Yes,,,
305,,"Customized Approach Objective—This requirement is not eligible for the customized approach A formal PCI DSS compliance program is in place that includes: • Definition of activities for maintaining and compliance. • Inclusion of overall PCI DSS activities, including business-as-usual activities. • Processes for the continuous validation of PCI DSS compliance and governance program and government program and demonstrates consistent and effective evaluation.",,Appendix A3: PCI DSS compliance program is implemented,7,A3.1.2,"This requirement is not eligible for the customized approach A formal compliance program allows an organization to monitor in health of its security organization to monitor health of its security organization controls, and compliance. The PCI DSS compliance program can be a proactive and consistent and compliance. The PCI DSS compliance program can be a proactive approach that includes business decisions that should be analyzed for potential PCI DSS impacts includes merger and acquisition changes, a new payment acceptance.|",Yes,,,
306,,Assign compliance roles and responsibilities to specific personnel including managing PCIDSS business-as-usual activities. Manage PCIDSS compliance roles and responsibilities are clearly defined and formally assigned to one or more personnel in accordance with all elements of this requirement.,,Appendix A3: Defined Approach Requirements and Testing Procedures,7,A3.1.3,The formal definition of specific PCI DSS responsibilities helps to ensure accountability and compliance efforts are coordinated and monitored of ongoing efforts. Good Practice Ownership should be assigned to individuals with the authority to validate fish-based decisions and upon accountability fish-based decisions with understating their responsibilities and compliance risks may be assigned to a single role for different requirement Compliance roles may be assigned to multiple owners for different requirement elements.,Yes,,,
307,,Examine information security policies and procedures to verify they cover personnel DSS and related security training requirements at least DSS Requirement 12 This requirement is not eligible for customized approach,,Appendix A3: Defined Approach Requirements and Testing Procedures,7,A3.1.4,Personnel responsible for PCIDSS compliance have a specific training need to ensure item to perform their role. Training may be offered by third parties such as PCIDSS Awareness PCIDSS Program and Applicability includes the last security areas,Yes,,,
308,,Interview assessment personnel with PCI DSS compliance responsibilities to verify they understand the procedures for examiner excuses to verify that personnel with PCI DSS compliance responsibilities receive up-the-board PCIDSS audit training at least once,,Appendix A3: Defined Approach Requirements and Testing Procedures,7,A3.1.4b,"Individuals with PCI DSS compliance responsibilities should receive awareness training on specific security topics that are appropriate to their role, environment, or function to ensure responsibilities for security are distributed and included in their role. Training may be internal training may be applicable for individuals to ensure the last security areas",Yes,,,
309,,"PCI DSS scope is documented and validated. A3.2 PCI DSS scope is documented and validated. Defined Approach Requirements A3.2.1 PCIDSS scope is documented and confirms for accuracy at least once every three months. All of the following applies: • Identifying all data flows for the various payment, capture, settlement, changes, and redemptions and present, search-present and recomendence. • Backfilling all table flows or diagrams per • Reviewing all scope processed, transmitted outside of the scope environment in his requirement.",,Appendix A3: Designated Entities Supplemental Validation (DESV),7,A3.2,"Frequent validation of PCI DSS scope helps to create and maintain accurate up to date and aligned with changes in business objectives and scope environment. Good Practice Accurate scoping involves critically evaluating the CSE and all compensary system components to determine the necessary for copying systems including critical and control taking help accelerate documentation record locations the infrastructure: Data stores (databases, files, cloud, etc.), Who enter the annular any elements, How data is secured (encryption, application level, etc.), How excess to databases is restricted, including security of the CDE, and that could impact (continued on next page).|",Yes,,,
310,,"Upon completion of a change, re-relevant PCI DSS requirements are combined to be implemented on all applicable systems and documentation updated as part of the change.",,Appendix A3: Additional PCI DSS Requirements and Testing Procedures,7,A3.2.1,It is important to analyze all change made to systems or networks to ensure that all approved PCI DSS controls are applied to the environment due to change. Building this validation into change management processes ensures that configuring standards are set to sale and security controls are applied where needed. A change management process should include supporting evidence that PCI DSS requirements are implemented or preserved through an iterative change process.|,Yes,,,
311,,In every persistent to identify changes to systems or networks the PCI DSS scoop impact assessment is performed in this requirement,,Appendix A3: Defined Approach Requirements and Testing Procedures,7,A3.2.2,Examine change documentation and share change in every personnel to systems or networks the PCI DSS scoop impact assessment is performed in this requirement,Yes,,,
312,,Process impact for all changes to systems or networks and related network documentation to be initiated and audited changes in this requirement Examine change records and the affected systems to review whether PCI DSS requirements were verified that all new changes systems and documentation updated as part of the change.,,Appendix A3: Defined Approach Requirements and Testing Procedures,7,A3.2.2.1,Changes to systems or networks may have on PCI DSS scope impact assessment is performed in this requirement,Yes,,,
313,,Documented scope of a applicable DSS requirements to avoid change will adversely affect the scope of the CDE Examine policies and procedures to verify that a short organizational structure result in from a review of the impact on PCI DSS controls.,,Appendix A3: Defined Approach Requirements and Testing Procedures,7,A3.2.3,Processes to determine the potential impact that changes to systems and networks may have on an entity's PCI DSS scope may fall under an entity's governance program An organization's structure and management define the requirements and scope and serve operations. Changes in structure and management can negatively affect existing controls in place and management to ensure controls in place and management to ensure combs are combs.,Yes,,,
314,,"A3.2.4 Segmentation is used, POI DSS confirms defined at Requirement 1.4.1. Per the entity's methodology defined at Requirement testing is performed on segmentation controls at least once every six months and after any changes to segmentation controls. Hardware and software technologists are responsible following organizations need to review and confirm processes they have implemented to review all open technologists they have implemented to review and confirm processes they have implemented to review all open technologists they have implemented to review and confirm processes they have implemented to review and confirm technologists need to review and confirm processes. Conducting appropriate vulnerability assessments and ensuring they can prepare and manage firewalls hardware and software technologists they will not be remediated by the vendor.",,Appendix A3: Additional PCI DSS Requirements and Testing Procedures,7,A3.2.4,"PCI DSS normally requires segmentation controls to be verified at least once every six months and after any changes to segmentation network to the ODE. Although the requirement specifies that this scope conditions can be met, significant change, bills and after a significant change, bills can include ensures remains effective outside ensure remains effective outside ensure remains effective outside ensure remains effective outside ensure remains effective outside.|Refer to Appendix A Guidance to additional guidance.|Further information|Refer to Appendix A Guidance to additional guidance. Hardcoded software hardcodes are responsible following organizations need to review and confirm awareness of changes to the technologies they have they will need to review and confirm processes Conducting appropriate vulnerability assessments and ensuring they can prepare and manage firewalls hardware and software technologists they will not be remediated by the vendor. Organizations should also consider reviewing firmware versions to ensure they remain current and support any upgrades to ensure control and maintain effective. These developers include but are not limited to reviewing technologists that are no longer supported by the security needs of the organization.",Yes,,,
315,,A data-discovery methodology is implemented that documents all elements required to meet this requirement. Confirm PCIDSS scope. Locate all locations of cardholder data and locations of systems and network devices that are used to support processes. Data discovery methods are confirmed as follows: • Efficiencies of methods is tested; • Methods are able to discover cleared PAN on in-use system components and file formats in use; • The proofs includes verifying the methods is able to discover cleared PAN on all types of discovered system components and file formats in use. Response procedures are implemented to resolve procedures that processes are triggered in the event of cleartext PAN is found upon the deletion of cleartext PAN outside the CDE to include: Determining what to do if cleartext PAN is discovered outside the currently defined CDE as applicable. Determining how the data can be removed up outside the CDE. Remediating data leaks or process gaps that resulted at the data being outside the CDE. Identifying the source of the data is stored with identify the PANs.,,Appendix A3: Customized Approach Requirements and Testing Procedures,7,A3.2.5,"PCI DSS results list as part of the scoping exercise. Assessed utilities must identify and document the existence of all cardholder data elements required to meet this requirement. Locate all locations of Baseline PAN and locations of systems and network devices that are used to support processes. Addresses the potential for chartered PAN to ensure all systems and networks outside the CDE are identified for inclusion unless the cardholder is already scoped for PCI DSS or has provided proof of scoped CDE or processes. This requirement is not eligible for the customized approach. A process to best effectiveness of the methods used to discover ensures completeness and accuracy of account data discovery. For completeness, system components in out-of-scope networks, systems should be included in the discovery process. The anti-discovery process should be effective on all exposing systems and patterns in use. Accuracy can be tested by placing test PAN on the systems and components and confirming that data-discovery method detected the test PANs. Holding documented response procedures that follow the event of cleartext PAN is found outside the CDE helps to identify the event of cleartext PAN is outside the currently defined CDE as applicable. Determining how the data can be removed up outside the CDE. Remediating data leaks or process gaps that resulted at the data being outside the CDE. Identifying the source of the data is stored with identify the PANs. If PAN was found outside the CDE, an analysis should be performed to determine the extent of the breach was set different data with that resulted in the data being outside the CDE. Enables both continually assess the business processes used before they are stored with identify the PANs where any trace data is stored with they should be addressed per this Requirement to prevent a recurrence.|",Yes,,,
316,,"Mechanisms are in place to detect and prevent unauthorized PAN from leaving the CDE via an unauthorized channel, method or process, including mechanisms to ensure that only authorized PAN and approved tools such as data loss prevention (DLP) columns are used well as manual processes and procedures. Responsible procedures are implemented to enable removal of data from the CDE via an authorized channel method or process. Procedures include the removal of data archives comprised of an unauthorized method or process. CDE's via an unauthorized channel method or process requirement.",,Appendix A3: Customized Approach Objective,7,A3.2.6,"The use of mechanisms to detect and prevent loss of data via an unauthorized channel, method or process to detect and prevent unauthorized PAN and approved tools such as data loss prevention (DLP) columns as well as manual processes and procedures. Coverage of the mechanisms should include but not be limited to e-mails, data and output to printers. Mechanisms to detect and prevent unauthorized loss of captured PAN and provide the loss prevention tools such as data loss prevention (DLP) columns as well as manual processes and procedures. Attempts to remove detailed PAN via an authorized channel method or process may be removed from the CDE via an unauthorized channel method or process. From investigation of these procedures can identify wire omission that needs to be applied and provides available information to help understand where the areas are coming.",Yes,,,
317,,E-mail documentation and observe implemented mechanisms are in place with all elements specified in this requirement.,,Appendix A3: Customized Approach Objective,7,A3.2.6a,Examine audit logs and interview responsible personnel to verify that after investigation are investigated.,Yes,,,
